Column,LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,JobTitle,CleanedCity
7214,33000.0,HONOLULU,HI,96813,524210,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,05/04/2020,"Central Pacific Bank",HI-01,"Insurance Agencies and Brokerages",HONOLULU
7215,33000.0,HONOLULU,HI,96822,624310,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,6.0,06/23/2020,"HawaiiUSA FCU",HI-01,"Vocational Rehabilitation Services",HONOLULU
7216,33000.0,WAILUKU,HI,96793,323111,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/16/2020,"First Hawaiian Bank",HI-02,"Commercial Printing (except Screen and Books)",WAILUKU
7217,33000.0,KAILUA,HI,96734,611410,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,04/13/2020,"Bank of Hawaii",HI-02,"Business and Secretarial Schools",KAILUA
7218,33000.0,HONOLULU,HI,96814,722511,Corporation,Asian,"Female Owned",Non-Veteran,,6.0,04/03/2020,"Ohana Pacific Bank",HI-01,"Full-Service Restaurants",HONOLULU
7219,33000.0,KILAUEA,HI,96754,551114,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Non-Veteran,,3.0,04/30/2020,"First Hawaiian Bank",HI-02,"Corporate, Subsidiary, and Regional Managing Offices",KILAUEA
7220,33000.0,KAPAA,HI,96746,722515,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Non-Veteran,,8.0,04/13/2020,"Readycap Lending, LLC",HI-02,"Snack and Nonalcoholic Beverage Bars",KAPAA
7221,33000.0,LIHUE,HI,96766,453110,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,04/13/2020,"Kaua'i Government Employees' FCU",HI-02,Florists,LIHUE
7222,32977.0,LAHAINA,HI,96761,812990,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,4.0,05/27/2020,WebBank,HI-02,"All Other Personal Services",LAHAINA
7223,32975.0,WAILUKU,HI,96793,722330,"Limited  Liability Company(LLC)",Asian,"Male Owned",Non-Veteran,,2.0,04/28/2020,"Central Pacific Bank",HI-02,"Mobile Food Services",WAILUKU
7224,32937.0,KAILUA,HI,96734,238350,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,4.0,05/02/2020,"First Hawaiian Bank",HI-02,"Finish Carpentry Contractors",KAILUA
7225,32905.0,WAILUKU,HI,96793,624120,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,3.0,04/11/2020,"Bank of Hawaii",HI-02,"Services for the Elderly and Persons with Disabilities",WAILUKU
7226,32900.0,KILAUEA,HI,96754,541512,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,04/15/2020,"Bank of Hawaii",HI-02,"Computer Systems Design Services",KILAUEA
7227,32900.0,HONOLULU,HI,96814,445110,Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/28/2020,"Central Pacific Bank",HI-01,"Supermarkets and Other Grocery (except Convenience) Stores",HONOLULU
7228,32900.0,HONOLULU,HI,96821,813110,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,3.0,04/16/2020,"Central Pacific Bank",HI-01,"Religious Organizations",HONOLULU
7229,32900.0,HONOLULU,HI,96813,621111,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/10/2020,"Central Pacific Bank",HI-01,"Offices of Physicians (except Mental Health Specialists)",HONOLULU
7230,32900.0,HILO,HI,96720,541110,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,3.0,04/16/2020,"Central Pacific Bank",HI-02,"Offices of Lawyers",HILO
7231,32900.0,WAIPAHU,HI,96797,561720,Corporation,Unanswered,Unanswered,Unanswered,,13.0,04/27/2020,"American Savings Bank, FSB",HI-01,"Janitorial Services",WAIPAHU
7232,32900.0,WAILUKU,HI,96793,311999,Corporation,Asian,"Male Owned",Non-Veteran,,8.0,04/29/2020,"Hawaii National Bank",HI-02,"All Other Miscellaneous Food Manufacturing",WAILUKU
7233,32900.0,HONOLULU,HI,96817,531311,"Sole Proprietorship",Unanswered,"Male Owned",Unanswered,,7.0,04/27/2020,"American Savings Bank, FSB",HI-01,"Residential Property Managers",HONOLULU
7234,32900.0,HONOLULU,HI,96813,621111,"Limited  Liability Company(LLC)",Asian,"Female Owned",Non-Veteran,,4.0,04/08/2020,"Central Pacific Bank",HI-01,"Offices of Physicians (except Mental Health Specialists)",HONOLULU
7235,32898.41,HILO,HI,96720,453110,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,10.0,04/09/2020,"American Savings Bank, FSB",HI-02,Florists,HILO
7236,32880.0,HONOLULU,HI,96815,624230,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,5.0,04/30/2020,"First Hawaiian Bank",HI-01,"Emergency and Other Relief Services",HONOLULU
7237,32858.0,LIHUE,HI,96766,531210,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/14/2020,"First Hawaiian Bank",HI-02,"Offices of Real Estate Agents and Brokers",LIHUE
7238,32845.0,HONOLULU,HI,96825,484110,Corporation,Unanswered,Unanswered,Unanswered,,7.0,07/09/2020,"Kabbage, Inc.",HI-01,"General Freight Trucking, Local",HONOLULU
7239,32845.0,HONOLULU,HI,96816,541810,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,3.0,04/06/2020,"Bank of Hawaii",HI-01,"Advertising Agencies",HONOLULU
7240,32837.0,PAIA,HI,96779,531210,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/27/2020,"Bank of Hawaii",HI-02,"Offices of Real Estate Agents and Brokers",PAIA
7241,32830.0,HONOLULU,HI,96815,722513,Partnership,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Bank of Hawaii",HI-01,"Limited-Service Restaurants",HONOLULU
7242,32800.0,HONOLULU,HI,96816,523910,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,4.0,04/10/2020,"Central Pacific Bank",HI-01,"Miscellaneous Intermediation",HONOLULU
7243,32800.0,HONOLULU,HI,96817,561720,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,5.0,04/10/2020,"American Savings Bank, FSB",HI-01,"Janitorial Services",HONOLULU
7244,32800.0,WAILUKU,HI,96793,448190,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/05/2020,"American Savings Bank, FSB",HI-02,"Other Clothing Stores",WAILUKU
7245,32800.0,KAILUA,HI,96734,452210,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/05/2020,"American Savings Bank, FSB",HI-02,"Department Stores",KAILUA
7246,32800.0,AIEA,HI,96701,621111,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,"First Hawaiian Bank",HI-01,"Offices of Physicians (except Mental Health Specialists)",AIEA
7247,32800.0,HONOLULU,HI,96814,722511,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,04/30/2020,"American Savings Bank, FSB",HI-01,"Full-Service Restaurants",HONOLULU
7248,32800.0,HONOLULU,HI,96817,722511,Corporation,Unanswered,"Male Owned",Non-Veteran,,3.0,04/06/2020,"American Savings Bank, FSB",HI-01,"Full-Service Restaurants",HONOLULU
7249,32800.0,HONOLULU,HI,96817,485320,Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/07/2020,"Central Pacific Bank",HI-01,"Limousine Service",HONOLULU
7250,32800.0,KOLOA,HI,96756,238320,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/30/2020,"First Hawaiian Bank",HI-02,"Painting and Wall Covering Contractors",KOLOA
7251,32800.0,HAIKU,HI,96708,424490,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,8.0,04/28/2020,"First Hawaiian Bank",HI-02,"Other Grocery and Related Products Merchant Wholesalers",HAIKU
7252,32800.0,KURTISTOWN,HI,96760,111422,Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/07/2020,"American Savings Bank, FSB",HI-02,"Floriculture Production",KURTISTOWN
7253,32800.0,AIEA,HI,96701,621310,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,7.0,04/28/2020,"American Savings Bank, FSB",HI-01,"Offices of Chiropractors",AIEA
7254,32800.0,HILO,HI,96720,238210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,6.0,04/08/2020,"American Savings Bank, FSB",HI-02,"Electrical Contractors and Other Wiring Installation Contractors",HILO
7255,32795.0,HONOLULU,HI,96813,611710,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,2.0,05/22/2020,"First Hawaiian Bank",HI-01,"Educational Support Services",HONOLULU
7256,32785.0,KAPAA,HI,96746,713940,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Non-Veteran,,,04/14/2020,"Bank of Hawaii",HI-02,"Fitness and Recreational Sports Centers",KAPAA
7257,32775.0,KAPAA,HI,96746,531311,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,2.0,05/19/2020,"First Hawaiian Bank",HI-02,"Residential Property Managers",KAPAA
7258,32763.0,HONOLULULU,HI,96813,541611,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Non-Veteran,,,04/16/2020,"Central Pacific Bank",HI-01,"Administrative Management and General Management Consulting Services",HONOLULU
7259,32758.0,HONOLULU,HI,96814,541618,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,07/18/2020,"Bank of America, National Association",HI-01,"Other Management Consulting Services",HONOLULU
7260,32737.0,HONOLULU,HI,96813,531210,Corporation,Unanswered,Unanswered,Unanswered,,,04/12/2020,"Bank of Hawaii",HI-01,"Offices of Real Estate Agents and Brokers",HONOLULU
7261,32730.0,WAIANAE,HI,96792,722511,Corporation,Unanswered,Unanswered,Unanswered,,0.0,06/09/2020,"Central Pacific Bank",HI-02,"Full-Service Restaurants",WAIANAE
7262,32700.0,KIHEI,HI,96753,238210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,3.0,05/04/2020,"First Hawaiian Bank",HI-02,"Electrical Contractors and Other Wiring Installation Contractors",KIHEI
7263,32700.0,HONOLULU,HI,96813,813110,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,3.0,05/07/2020,"Community Commerce Bank",HI-01,"Religious Organizations",HONOLULU
7264,32700.0,"KAILUA KONA",HI,96740,722511,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,9.0,05/11/2020,"American Savings Bank, FSB",HI-02,"Full-Service Restaurants","KAILUA KONA"
7265,32700.0,WAILUKU,HI,96793,611620,Corporation,White,"Female Owned",Non-Veteran,,62.0,04/06/2020,"American Savings Bank, FSB",HI-02,"Sports and Recreation Instruction",WAILUKU
7266,32700.0,HONOLULU,HI,96814,621210,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/28/2020,"Central Pacific Bank",HI-01,"Offices of Dentists",HONOLULU
7267,32700.0,HOLUALOA,HI,96725,111336,"Sole Proprietorship",Unanswered,"Male Owned",Non-Veteran,,0.0,05/01/2020,"Central Pacific Bank",HI-02,"Fruit and Tree Nut Combination Farming",HOLUALOA
7268,32700.0,LAHAINA,HI,96761,561720,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,10.0,04/28/2020,"Central Pacific Bank",HI-02,"Janitorial Services",LAHAINA
7269,32695.0,LIHUE,HI,96766,424490,Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,"Bank of Hawaii",HI-02,"Other Grocery and Related Products Merchant Wholesalers",LIHUE
7270,32672.0,WAIPAHU,HI,96797,445210,Corporation,Asian,"Female Owned",Non-Veteran,,3.0,07/15/2020,"Intuit Financing Inc.",HI-01,"Meat Markets",WAIPAHU
7271,32669.0,HONOLULU,HI,96813,423710,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/28/2020,"First Hawaiian Bank",HI-01,"Hardware Merchant Wholesalers",HONOLULU
7272,32665.0,"PEARL CITY",HI,96782,812113,Corporation,Unanswered,Unanswered,Unanswered,,5.0,05/04/2020,"First Hawaiian Bank",HI-01,"Nail Salons","PEARL CITY"
7273,32664.0,HONOLULU,HI,96826,999990,Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/28/2020,"First Bank of the Lake",HI-01,,HONOLULU
7274,32664.0,LAHAINA,HI,96761,532284,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,04/15/2020,"Bank of Hawaii",HI-02,"Recreational Goods Rental",LAHAINA
7275,32627.0,WAIPAHU,HI,96797,722515,Corporation,Unanswered,Unanswered,Unanswered,,8.0,05/13/2020,"Bank of Hawaii",HI-01,"Snack and Nonalcoholic Beverage Bars",WAIPAHU
7276,32623.0,"KAILUA KONA",HI,96740,621498,Corporation,Unanswered,Unanswered,Unanswered,,5.0,05/03/2020,"Bank of America, National Association",HI-02,"All Other Outpatient Care Centers","KAILUA KONA"
7277,32610.0,KURTISTOWN,HI,96760,541320,Corporation,Unanswered,Unanswered,Unanswered,,,06/22/2020,"CU Hawaii FCU",HI-02,"Landscape Architectural Services",KURTISTOWN
7278,32602.0,HONOLULU,HI,96817,541310,Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/15/2020,"Bank of Hawaii",HI-01,"Architectural Services",HONOLULU
7279,32600.0,HONOLULU,HI,96813,541110,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,3.0,05/03/2020,"American Savings Bank, FSB",HI-01,"Offices of Lawyers",HONOLULU
7280,32600.0,HONOLULU,HI,96815,236118,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Unanswered,,3.0,05/22/2020,"Hawaii National Bank",HI-01,"Residential Remodelers",HONOLULU
7281,32600.0,WAILUKU,HI,96793,531120,"Limited Liability Partnership",Unanswered,Unanswered,Unanswered,,4.0,04/10/2020,"First Hawaiian Bank",HI-02,"Lessors of Nonresidential Buildings (except Miniwarehouses)",WAILUKU
7282,32600.0,HONOLULU,HI,96813,813110,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,1.0,04/16/2020,"First Hawaiian Bank",HI-01,"Religious Organizations",HONOLULU
7283,32600.0,KAILUA,HI,96734,448150,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/07/2020,"First Hawaiian Bank",HI-02,"Clothing Accessories Stores",KAILUA
7284,32587.0,KEAAU,HI,96749,424440,Corporation,White,"Male Owned",Veteran,,,04/14/2020,"Bank of Hawaii",HI-02,"Poultry and Poultry Product Merchant Wholesalers",KEAAU
7285,32580.0,HONOLULU,HI,96815,512110,Corporation,Unanswered,Unanswered,Unanswered,,5.0,05/13/2020,"Bank of Hawaii",HI-01,"Motion Picture and Video Production",HONOLULU
7286,32575.0,KAPAA,HI,96746,423610,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,2.0,04/28/2020,"First Hawaiian Bank",HI-02,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",KAPAA
7287,32567.0,HILO,HI,96720,111421,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,12.0,05/04/2020,"Bank of Hawaii",HI-02,"Nursery and Tree Production",HILO
7288,32565.0,WAILUKU,HI,96793,811191,"Sole Proprietorship",Unanswered,"Male Owned",Non-Veteran,,5.0,05/04/2020,"First Hawaiian Bank",HI-02,"Automotive Oil Change and Lubrication Shops",WAILUKU
7289,32540.0,AIEA,HI,96701,621310,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/28/2020,"Bank of Hawaii",HI-01,"Offices of Chiropractors",AIEA
7290,32500.0,HONOLULU,HI,96819,611512,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,22.0,04/15/2020,"First Hawaiian Bank",HI-01,"Flight Training",HONOLULU
7291,32500.0,HONOLULU,HI,96821,541611,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,3.0,05/04/2020,"American Savings Bank, FSB",HI-01,"Administrative Management and General Management Consulting Services",HONOLULU
7292,32500.0,KILAUEA,HI,96754,,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,05/01/2020,"JPMorgan Chase Bank, National Association",HI-02,,KILAUEA
7293,32500.0,HONOLULU,HI,96825,812112,"Sole Proprietorship",Unanswered,Unanswered,Non-Veteran,,4.0,04/28/2020,"American Savings Bank, FSB",HI-01,"Beauty Salons",HONOLULU
7294,32500.0,HONOLULU,HI,96817,813920,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,3.0,04/29/2020,"American Savings Bank, FSB",HI-01,"Professional Organizations",HONOLULU
7295,32500.0,HONOLULU,HI,96818,812112,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"Central Pacific Bank",HI-01,"Beauty Salons",HONOLULU
7296,32500.0,HONOLULU,HI,96818,722330,Corporation,Asian,"Male Owned",Non-Veteran,,3.0,04/10/2020,"Central Pacific Bank",HI-01,"Mobile Food Services",HONOLULU
7297,32500.0,HILO,HI,96720,621210,"Subchapter S Corporation",Asian,"Male Owned",Non-Veteran,,,04/16/2020,"Bank of Hawaii",HI-02,"Offices of Dentists",HILO
7298,32500.0,HONOLULU,HI,96825,621210,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,7.0,04/10/2020,"Central Pacific Bank",HI-01,"Offices of Dentists",HONOLULU
7299,32500.0,HONOLULU,HI,96813,722511,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Non-Veteran,,9.0,04/11/2020,"Central Pacific Bank",HI-01,"Full-Service Restaurants",HONOLULU
7300,32500.0,KURTISTOWN,HI,96760,562991,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,,06/24/2020,"Bank of Hawaii",HI-02,"Septic Tank and Related Services",KURTISTOWN
7301,32500.0,"KAILUA KONA",HI,96740,236118,Corporation,Unanswered,Unanswered,Unanswered,,,04/11/2020,"Bank of Hawaii",HI-02,"Residential Remodelers","KAILUA KONA"
7302,32500.0,HONOLULU,HI,96817,621999,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,5.0,04/12/2020,"Central Pacific Bank",HI-01,"All Other Miscellaneous Ambulatory Health Care Services",HONOLULU
7303,32500.0,KAILUA,HI,96734,722515,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,13.0,05/07/2020,"First Hawaiian Bank",HI-02,"Snack and Nonalcoholic Beverage Bars",KAILUA
7304,32500.0,WAIALUA,HI,96791,314999,Corporation,Unanswered,Unanswered,Unanswered,,,04/12/2020,"Bank of Hawaii",HI-02,"All Other Miscellaneous Textile Product Mills",WAIALUA
7305,32500.0,KAILUA,HI,96734,621111,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,1.0,06/26/2020,"JPMorgan Chase Bank, National Association",HI-02,"Offices of Physicians (except Mental Health Specialists)",KAILUA
7306,32500.0,HONOLULU,HI,96818,485999,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,4.0,04/05/2020,"American Savings Bank, FSB",HI-01,"All Other Transit and Ground Passenger Transportation",HONOLULU
7307,32500.0,AIEA,HI,96701,621111,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Non-Veteran,,3.0,04/30/2020,"First Hawaiian Bank",HI-01,"Offices of Physicians (except Mental Health Specialists)",AIEA
7308,32500.0,HONOLULU,HI,96815,448310,"Limited  Liability Company(LLC)",Asian,"Male Owned",Non-Veteran,,11.0,04/06/2020,"Central Pacific Bank",HI-01,"Jewelry Stores",HONOLULU
7309,32500.0,KAILUA,HI,96734,523910,Corporation,Unanswered,"Male Owned",Unanswered,,1.0,04/06/2020,"First Hawaiian Bank",HI-02,"Miscellaneous Intermediation",KAILUA
7310,32500.0,WAHIAWA,HI,96786,488410,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,6.0,04/06/2020,"American Savings Bank, FSB",HI-02,"Motor Vehicle Towing",WAHIAWA
7311,32500.0,AIEA,HI,96701,238220,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,"Central Pacific Bank",HI-01,"Plumbing, Heating, and Air-Conditioning Contractors",AIEA
7312,32500.0,HAIKU,HI,96708,541110,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,06/02/2020,"American Savings Bank, FSB",HI-02,"Offices of Lawyers",HAIKU
7313,32500.0,KAPOLEI,HI,96707,811192,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,6.0,04/28/2020,"First Hawaiian Bank",HI-02,"Car Washes",KAPOLEI
7314,32500.0,ELEELE,HI,96705,484220,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,05/15/2020,"Central Pacific Bank",HI-02,"Specialized Freight (except Used Goods) Trucking, Local",ELEELE
7315,32500.0,PEPEEKEO,HI,96783,541211,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/07/2020,"American Savings Bank, FSB",HI-02,"Offices of Certified Public Accountants",PEPEEKEO
7316,32500.0,HONOLULU,HI,96816,551114,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/07/2020,"First Hawaiian Bank",HI-01,"Corporate, Subsidiary, and Regional Managing Offices",HONOLULU
7317,32500.0,HONOLULU,HI,96814,531390,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,04/07/2020,"Central Pacific Bank",HI-01,"Other Activities Related to Real Estate",HONOLULU
7318,32500.0,WAILUKU,HI,96793,624190,Corporation,Unanswered,Unanswered,Unanswered,,14.0,04/07/2020,"Central Pacific Bank",HI-02,"Other Individual and Family Services",WAILUKU
7319,32500.0,KIHEI,HI,96753,238990,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,3.0,05/18/2020,"American Savings Bank, FSB",HI-02,"All Other Specialty Trade Contractors",KIHEI
7320,32500.0,KANEOHE,HI,96744,541511,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,05/01/2020,"American Savings Bank, FSB",HI-02,"Custom Computer Programming Services",KANEOHE
7321,32500.0,HONOLULU,HI,96816,812199,Corporation,Unanswered,"Female Owned",Non-Veteran,,7.0,04/09/2020,"Central Pacific Bank",HI-01,"Other Personal Care Services",HONOLULU
7322,32477.5,HILO,HI,96720,541110,Corporation,Unanswered,"Male Owned",Non-Veteran,,3.0,04/30/2020,"First Hawaiian Bank",HI-02,"Offices of Lawyers",HILO
7323,32455.0,WAIPAHU,HI,96797,624410,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/27/2020,"First Hawaiian Bank",HI-01,"Child Day Care Services",WAIPAHU
7324,32446.0,KAILUA,HI,96734,722513,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,9.0,05/02/2020,"First Hawaiian Bank",HI-02,"Limited-Service Restaurants",KAILUA
