LoanAmount,City,Zip,JobsReported,DateApproved,MonthApproved,Lender,JobTitle,CleanedCity
71000,WAIPAHU,96797,7,2020-04-27T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,ALL OTHER BUSINESS SUPPORT SERVICES,WAIPAHU
70970,AIEA,96701,1,2020-04-16T00:00:00Z,APRIL,BANK OF HAWAII,SPORTING AND RECREATIONAL GOODS AND SUPPLIES MERCHANT WHOLESALERS,AIEA
70960,HONOLULU,96814,13,2020-04-30T00:00:00Z,APRIL,WEBBANK,FOOD SERVICE CONTRACTORS,HONOLULU
70945,HONOLULU,96816,15,2020-04-15T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,,HONOLULU
70905,KAPAA,96746,8,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,MASONRY CONTRACTORS,KAPAA
70900,PUKALANI,96788,7,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",LANDSCAPING SERVICES,PUKALANI
70900,HONOLULU,96814,7,2020-04-06T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OTHER ACTIVITIES RELATED TO REAL ESTATE,HONOLULU
70875,KAILUA KONA,96740,4,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,OFFICES OF LAWYERS,KAILUA KONA
70837,HILO,96720,5,2020-06-30T00:00:00Z,JUNE,INTUIT FINANCING INC.,NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),HILO
70827,AIEA,96701,5,2020-04-28T00:00:00Z,APRIL,BANK OF HAWAII,DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,AIEA
70800,LAHAINA,96761,8,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ALL OTHER SUPPORT SERVICES,LAHAINA
70800,KAILUA KONA,96740,9,2020-04-06T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",LANDSCAPING SERVICES,KAILUA KONA
70777,KANEOHE,96744,10,2020-05-14T00:00:00Z,MAY,BANK OF HAWAII,LOCAL MESSENGERS AND LOCAL DELIVERY,KANEOHE
70735,HILO,96720,1,2020-04-08T00:00:00Z,APRIL,BANK OF HAWAII,PET CARE (EXCEPT VETERINARY) SERVICES,HILO
70700,KAILUA,96734,13,2020-04-15T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,KAILUA
70700,HONOLULU,96813,1,2020-05-06T00:00:00Z,MAY,CENTRAL PACIFIC BANK,OFFICES OF LAWYERS,HONOLULU
70700,KAILUA KONA,96740,17,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ALL OTHER SUPPORT SERVICES,KAILUA KONA
70600,HONOLULU,96817,8,2020-04-06T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS,HONOLULU
70557,PRINCEVILLE,96722,31,2020-06-26T00:00:00Z,JUNE,INTUIT FINANCING INC.,THEATER COMPANIES AND DINNER THEATERS,PRINCEVILLE
70550,KAHULUI,96732,1,2020-04-12T00:00:00Z,APRIL,BANK OF HAWAII,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",KAHULUI
70530,KANEOHE,96744,4,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",KANEOHE
70500,HONOLULU,96818,9,2020-04-16T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,HOME HEALTH CARE SERVICES,HONOLULU
70500,AIEA,96701,7,2020-04-11T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OFFICES OF REAL ESTATE AGENTS AND BROKERS,AIEA
70500,HAWI,96719,15,2020-04-29T00:00:00Z,APRIL,HAWAII COMMUNITY FCU,SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES,HAWI
70500,WAILUKU,96793,6,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,WAILUKU
70500,WAIPAHU,96797,8,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",GENERAL AUTOMOTIVE REPAIR,WAIPAHU
70500,LAHAINA,96761,8,2020-04-07T00:00:00Z,APRIL,HAWAII NATIONAL BANK,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,LAHAINA
70500,HONOLULU,96813,18,2020-04-07T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,SNACK AND NONALCOHOLIC BEVERAGE BARS,HONOLULU
70500,HONOLULU,96813,5,2020-04-07T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),HONOLULU
70445,HONOLULU,96821,6,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,PAINTING AND WALL COVERING CONTRACTORS,HONOLULU
70400,HILO,96720,5,2020-04-09T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),HILO
70400,AIEA,96701,10,2020-04-15T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,FULL-SERVICE RESTAURANTS,AIEA
70400,HONOLULU,96848,21,2020-04-27T00:00:00Z,APRIL,HAWAII NATIONAL BANK,OTHER GRANTMAKING AND GIVING SERVICES,HONOLULU
70400,KAILUA KONA,96740,6,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",RESIDENTIAL REMODELERS,KAILUA KONA
70397,HONOLULU,96815,8,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,JEWELRY STORES,HONOLULU
70312,LIHUE,96766,7,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),LIHUE
70302.5,KAPOLEI,96707,7,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,INDUSTRIAL AND PERSONAL SERVICE PAPER MERCHANT WHOLESALERS,KAPOLEI
70300,HONOLULU,96817,3,2020-04-05T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,WINE AND DISTILLED ALCOHOLIC BEVERAGE MERCHANT WHOLESALERS,HONOLULU
70300,PEARL CITY,96782,6,2020-04-08T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OTHER TECHNICAL AND TRADE SCHOOLS,PEARL CITY
70300,AIEA,96701,5,2020-04-28T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,AIEA
70300,EWA BEACH,96706,7,2020-04-09T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),EWA BEACH
70200,LIHUE,96766,1,2020-04-13T00:00:00Z,APRIL,BANK OF HAWAII,OTHER BUILDING MATERIAL DEALERS,LIHUE
70110,HONOLULU,96814,1,2020-04-14T00:00:00Z,APRIL,BANK OF HAWAII,OFFICES OF REAL ESTATE AGENTS AND BROKERS,HONOLULU
70100,KAILUA KONA,96740,1,2020-04-29T00:00:00Z,APRIL,COMERICA BANK,MARKETING RESEARCH AND PUBLIC OPINION POLLING,KAILUA KONA
70100,HONOLULU,96826,5,2020-04-14T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,GRAPHIC DESIGN SERVICES,HONOLULU
70100,HILO,96720,1,2020-05-01T00:00:00Z,MAY,CENTRAL PACIFIC BANK,OFFICES OF DENTISTS,HILO
70097,KANEOHE,96744,5,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,RESIDENTIAL REMODELERS,KANEOHE
70067.5,KURTISTOWN,96760,13,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,FLORICULTURE PRODUCTION,KURTISTOWN
70057,HONOLULU,96825,9,2020-04-29T00:00:00Z,APRIL,KISH BANK,FULL-SERVICE RESTAURANTS,HONOLULU
70050,HONOLULU,96814,13,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,BEAUTY SALONS,HONOLULU
70000,KIHEI,96753,1,2020-04-10T00:00:00Z,APRIL,BANK OF HAWAII,FULL-SERVICE RESTAURANTS,KIHEI
70000,HONOLULUU,96815,1,2020-04-16T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,LANGUAGE SCHOOLS,HONOLULU
70000,HONOLULU,96814,6,2020-04-12T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF DENTISTS,HONOLULU
70000,HONOLULU,96815,1,2020-04-29T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,MARKETING CONSULTING SERVICES,HONOLULU
70000,PAIA,96779,1,2020-04-12T00:00:00Z,APRIL,BANK OF HAWAII,CLOTHING ACCESSORIES STORES,PAIA
70000,HONOLULU,96817,1,2020-04-13T00:00:00Z,APRIL,BANK OF HAWAII,GENERAL AUTOMOTIVE REPAIR,HONOLULU
70000,KAMUELA,96743,10,2020-04-13T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF DENTISTS,KAMUELA
70000,HONOLULU,96817,5,2020-04-06T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,HONOLULU
70000,HONOLULU,96815,5,2020-04-27T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,TOUR OPERATORS,HONOLULU
70000,HONOLULU,96814,1,2020-05-13T00:00:00Z,MAY,BANK OF HAWAII,CLOTHING ACCESSORIES STORES,HONOLULU
70000,WAIPAHU,96797,6,2020-04-06T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF DENTISTS,WAIPAHU
70000,LAHAINA,96761,2,2020-04-07T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),LAHAINA
70000,KAILUA,96734,11,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,CHILD DAY CARE SERVICES,KAILUA
70000,KAILUA,96734,6,2020-04-07T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),KAILUA
70000,HONOLULU,96830,5,2020-04-14T00:00:00Z,APRIL,"READYCAP LENDING, LLC",ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES),HONOLULU
70000,KIHEI,96753,3,2020-04-07T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"BEER, WINE, AND LIQUOR STORES",KIHEI
70000,KAPAA,96746,15,2020-04-08T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,FULL-SERVICE RESTAURANTS,KAPAA
70000,HONOLULUOLULU,96813,12,2020-04-15T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,LESSORS OF MINIWAREHOUSES AND SELF-STORAGE UNITS,HONOLULU
70000,KAILUA KONA,96740,13,2020-04-09T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,KAILUA KONA
70000,KAMUELA,96743,8,2020-04-09T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),KAMUELA
69992.5,MILILANI,96789,6,2020-05-19T00:00:00Z,MAY,FIRST HAWAIIAN BANK,INSURANCE AGENCIES AND BROKERAGES,MILILANI
69928,WAIPAHU,96797,15,2020-05-28T00:00:00Z,MAY,KEYBANK NATIONAL ASSOCIATION,FULL-SERVICE RESTAURANTS,WAIPAHU
69915,HONOLULU,96826,22,2020-04-30T00:00:00Z,APRIL,CROSS RIVER BANK,FULL-SERVICE RESTAURANTS,HONOLULU
69900,HONOLULU,96819,172,2020-04-10T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,APPLIANCE REPAIR AND MAINTENANCE,HONOLULU
69900,HONOLULU,96814,5,2020-04-04T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,GENERAL AUTOMOTIVE REPAIR,HONOLULU
69890,AIEA,96822,6,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,FLOORING CONTRACTORS,HONOLULU
69890,KAPAA,96746,5,2020-04-14T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,RESIDENTIAL REMODELERS,KAPAA
69882,KANEOHE,96744,6,2020-06-24T00:00:00Z,JUNE,CROSS RIVER BANK,ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES),KANEOHE
69845,KOLOA,96756,59,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,RESIDENTIAL PROPERTY MANAGERS,KOLOA
69800,HILO,96720,7,2020-04-10T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),HILO
69800,LAWAI,96765,4,2020-04-11T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,RADIO STATIONS,LAWAI
69800,PEARL CITY,96782,4,2020-04-05T00:00:00Z,APRIL,BANK OF HAWAII,OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS,PEARL CITY
69747,HONOLULU,96814,4,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,OFFICES OF LAWYERS,HONOLULU
69717,HONOLULU,96813,1,2020-06-16T00:00:00Z,JUNE,BANK OF HAWAII,OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS),HONOLULU
69708.1,WAIPAHU,96797,4,2020-05-03T00:00:00Z,MAY,CELTIC BANK CORPORATION,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",WAIPAHU
69700,HONOLULU,96825,10,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",LIMITED-SERVICE RESTAURANTS,HONOLULU
69700,WAILUKU,96793,14,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB","OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",WAILUKU
69700,HONOLULU,96828,8,2020-04-06T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),HONOLULU
69700,HONOLULU,96813,4,2020-04-07T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OFFICES OF CHIROPRACTORS,HONOLULU
69690,HONOLULU,96814,1,2020-04-15T00:00:00Z,APRIL,BANK OF HAWAII,OFFICES OF DENTISTS,HONOLULU
69605,HONOLULU,96839,15,2020-04-15T00:00:00Z,APRIL,"MUFG UNION BANK, NATIONAL ASSOCIATION",FISH AND SEAFOOD MARKETS,HONOLULU
69600,KAPOLEI,96707,2,2020-04-15T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,KAPOLEI
69600,HONOLULU,96815,8,2020-04-06T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,ADVERTISING AGENCIES,HONOLULU
69600,HONOLULU,96813,10,2020-05-01T00:00:00Z,MAY,HAWAII NATIONAL BANK,OFFICES OF DENTISTS,HONOLULU
69597,HONOKAA,96727,12,2020-05-01T00:00:00Z,MAY,FIRST HAWAIIAN BANK,COMMERCIAL BAKERIES,HONOKAA
69582,HONOLULU,96817,8,2020-04-28T00:00:00Z,APRIL,INTUIT FINANCING INC.,"SCENIC AND SIGHTSEEING TRANSPORTATION, LAND",HONOLULU
69550,MAKAWAO,96768,13,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING,MAKAWAO
69500,HONOLULU,96814,15,2020-04-10T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,EMPLOYMENT PLACEMENT AGENCIES,HONOLULU
69500,HONOLULU,96817,5,2020-04-10T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,PLUMBING AND HEATING EQUIPMENT AND SUPPLIES (HYDRONICS) MERCHANT WHOLESALERS,HONOLULU
69500,HONOLULU,96825,7,2020-04-12T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,HONOLULU
69500,HONOLULU,96814,20,2020-04-15T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,FULL-SERVICE RESTAURANTS,HONOLULU
69500,KAPAAU,96755,1,2020-05-02T00:00:00Z,MAY,CENTRAL PACIFIC BANK,OFFICES OF DENTISTS,KAPAAU
69497.5,HONOLULU,96813,4,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),HONOLULU
69465,HILO,96720,9,2020-05-06T00:00:00Z,MAY,FIRST HAWAIIAN BANK,NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),HILO
69465,KAILUA KONA,96740,5,2020-04-27T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OFFICES OF LAWYERS,KAILUA KONA
69440,HONOLULU,96825,15,2020-04-15T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,FLORISTS,HONOLULU
69415,HONOLULU,96817,16,2020-04-14T00:00:00Z,APRIL,BANK OF HAWAII,FULL-SERVICE RESTAURANTS,HONOLULU
69405,KAPAA,96746,4,2020-04-15T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OFFICES OF REAL ESTATE AGENTS AND BROKERS,KAPAA
69400,EWA BEACH,96706,17,2020-04-11T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,FULL-SERVICE RESTAURANTS,EWA BEACH
69400,HONOLULU,96813,5,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,HONOLULU
69400,WAIPAHU,96797,12,2020-04-06T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",AUTOMOTIVE PARTS AND ACCESSORIES STORES,WAIPAHU
69400,KAMUELA,96743,11,2020-04-28T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB","JEWELRY, WATCH, PRECIOUS STONE, AND PRECIOUS METAL MERCHANT WHOLESALERS",KAMUELA
69400,HONOLULU,96814,4,2020-04-08T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OFFICES OF CHIROPRACTORS,HONOLULU
69400,HILO,96720,14,2020-04-08T00:00:00Z,APRIL,HAWAII NATIONAL BANK,LIMITED-SERVICE RESTAURANTS,HILO
69380,HONOLULU,96813,1,2020-04-11T00:00:00Z,APRIL,BANK OF HAWAII,OFFICES OF REAL ESTATE AGENTS AND BROKERS,HONOLULU
69379,MILILANI,96789,23,2020-05-05T00:00:00Z,MAY,FIRST HAWAIIAN BANK,HOME HEALTH CARE SERVICES,MILILANI
69350,KAHULUI,96732,1,2020-04-11T00:00:00Z,APRIL,BANK OF HAWAII,USED CAR DEALERS,KAHULUI
69320,HAIKU,96708,1,2020-04-10T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF REAL ESTATE AGENTS AND BROKERS,HAIKU
69317.5,HONOLULU,96819,13,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",HONOLULU
69300,KAILUA KONA,96740,1,2020-05-05T00:00:00Z,MAY,CENTRAL PACIFIC BANK,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,KAILUA KONA
69300,KAMUELA,96743,13,2020-04-16T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",LIMITED-SERVICE RESTAURANTS,KAMUELA
69300,KAHULUI,96732,1,2020-04-12T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",LOCKSMITHS,KAHULUI
69300,HONOLULU,96813,13,2020-04-03T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,FOOD SERVICE CONTRACTORS,HONOLULU
69300,HONOLULU,96814,1,2020-06-09T00:00:00Z,JUNE,CENTRAL PACIFIC BANK,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",HONOLULU
69247,HONOLULUNOLULU,96813,1,2020-04-15T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,LESSORS OF MINIWAREHOUSES AND SELF-STORAGE UNITS,HONOLULU
69215,AIEA,96701,8,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,VENDING MACHINE OPERATORS,AIEA
69200,HONOLULU,96822,4,2020-04-15T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),HONOLULU
69200,AIEA,96701,8,2020-04-06T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB","HOBBY, TOY, AND GAME STORES",AIEA
69200,HILO,96720,13,2020-04-14T00:00:00Z,APRIL,HAWAII NATIONAL BANK,FULL-SERVICE RESTAURANTS,HILO
69177.5,HONOLULU,96814,14,2020-04-15T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,SNACK AND NONALCOHOLIC BEVERAGE BARS,HONOLULU
69153.87,WAILUKU,96793,26,2020-04-14T00:00:00Z,APRIL,FIRST COMMUNITY BANK,AMUSEMENT AND THEME PARKS,WAILUKU
69125,HONOLULU,96813,1,2020-04-15T00:00:00Z,APRIL,BANK OF HAWAII,OFFICES OF LAWYERS,HONOLULU
69100,WAIANAE,96792,5,2020-04-09T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF DENTISTS,WAIANAE
69100,PEARL CITY,96782,12,2020-04-15T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,LIMITED-SERVICE RESTAURANTS,PEARL CITY
69100,HONOLULU,96818,14,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ALL OTHER MISCELLANEOUS MANUFACTURING,HONOLULU
69100,WAILUKU,96793,3,2020-04-06T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,ROOFING CONTRACTORS,WAILUKU
69072.5,EWA BEACH,96706,6,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",EWA BEACH
69060,KAPOLEI,96707,1,2020-04-14T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",KAPOLEI
69000,AIEA,96701,3,2020-04-15T00:00:00Z,APRIL,HAWAII NATIONAL BANK,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",AIEA
69000,HONOLULU,96817,4,2020-05-05T00:00:00Z,MAY,FIRST NATIONAL BANK TEXAS,OTHER SERVICES TO BUILDINGS AND DWELLINGS,HONOLULU
69000,LIHUE,96766,9,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",FURNITURE STORES,LIHUE
69000,EWA BEACH,96706,6,2020-04-14T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,EWA BEACH
69000,WAIANAE,96792,11,2020-04-28T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",SECURITY GUARDS AND PATROL SERVICES,WAIANAE
69000,KAILUA KONA,96740,6,2020-04-08T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS,KAILUA KONA
68985,HANAPEPE,96716,5,2020-04-15T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF DENTISTS,HANAPEPE
68984,PAIA,96779,5,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,PAIA
68927,HONOLULU,96826,6,2020-05-18T00:00:00Z,MAY,BANK OF HAWAII,LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS,HONOLULU
68925,HONOLULU,96814,10,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,DENTAL LABORATORIES,HONOLULU
68900,HONOLULU,96819,6,2020-04-15T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,GENERAL LINE GROCERY MERCHANT WHOLESALERS,HONOLULU
68900,WAIPAHU,96797,9,2020-04-29T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,GENERAL WAREHOUSING AND STORAGE,WAIPAHU
68900,KAPOLEI,96707,11,2020-04-05T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,BEAUTY SALONS,KAPOLEI
68900,HONOLULU,96816,150,2020-04-07T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE,HONOLULU
68833.5,HONOLULU,96814,6,2020-04-29T00:00:00Z,APRIL,HAWAII CENTRAL FCU,OFFICES OF DENTISTS,HONOLULU
68825,KAILUA,96734,5,2020-05-04T00:00:00Z,MAY,FIRST HAWAIIAN BANK,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",KAILUA
68802,WAIPAHU,96797,13,2020-06-05T00:00:00Z,JUNE,FIRST HAWAIIAN BANK,OTHER INDIVIDUAL AND FAMILY SERVICES,WAIPAHU
68800,MILILANI,96789,10,2020-04-16T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,LIMITED-SERVICE RESTAURANTS,MILILANI
68800,HONOLULU,96817,5,2020-04-14T00:00:00Z,APRIL,HAWAII NATIONAL BANK,OFFICES OF DENTISTS,HONOLULU
68800,WAIPAHUHU,96797,1,2020-04-15T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,FULL-SERVICE RESTAURANTS,WAIPAHU
68792.5,HONOLULU,96813,6,2020-04-14T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,RELIGIOUS ORGANIZATIONS,HONOLULU
68790,HONOLULU,96814,1,2020-04-10T00:00:00Z,APRIL,BANK OF HAWAII,PACKAGED FROZEN FOOD MERCHANT WHOLESALERS,HONOLULU
68750,HONOLULU,96815,6,2020-05-01T00:00:00Z,MAY,BANK OF THE WEST,CLOTHING ACCESSORIES STORES,HONOLULU
68725,HONOLULU,96817,12,2020-04-27T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,PET AND PET SUPPLIES STORES,HONOLULU
68709.55,KULA,96790,5,2020-05-15T00:00:00Z,MAY,FIRST HAWAIIAN BANK,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,KULA
68700,PEARL CITY,96782,12,2020-04-15T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,FULL-SERVICE RESTAURANTS,PEARL CITY
68700,HONOLULU,96819,8,2020-04-15T00:00:00Z,APRIL,HAWAII NATIONAL BANK,GENERAL AUTOMOTIVE REPAIR,HONOLULU
68700,HONOLULU,96817,5,2020-04-29T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,BUSINESS ASSOCIATIONS,HONOLULU
68700,KAILUA,96734,7,2020-04-11T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),KAILUA
