,LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,2017 NAICS Code,2017 NAICS Title
1446,99500.0,HONOLULU,HI,96814,621210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,8.0,04/07/2020,Central Pacific Bank,HI-01,621210,Offices of Dentists 
1447,99477.5,Aiea,HI,96701,561720,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,25.0,05/13/2020,First Hawaiian Bank,HI-01,561720,Janitorial Services 
1448,99425.0,Aiea,HI,96701,238310,Partnership,Asian,Unanswered,Unanswered,,7.0,06/26/2020,"Kabbage, Inc.",HI-01,238310,Drywall and Insulation Contractors 
1449,99400.0,KAPOLEI,HI,96707,236118,Corporation,Unanswered,Male Owned,Non-Veteran,,10.0,04/08/2020,Central Pacific Bank,HI-02,236118,Residential Remodelers 
1450,99392.0,KANEOHE,HI,96744,111219,Corporation,Unanswered,Unanswered,Unanswered,,,05/04/2020,Bank of Hawaii,HI-02,111219,Other Vegetable (except Potato) and Melon Farming 
1451,99360.0,WAIANAE,HI,96792,333992,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI-02,333992,Welding and Soldering Equipment Manufacturing 
1452,99300.0,HONOLULU,HI,96826,551114,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5.0,04/12/2020,Central Pacific Bank,HI-01,551114,"Corporate, Subsidiary, and Regional Managing Offices "
1453,99300.0,HONOLULU,HI,96825,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,20.0,04/06/2020,"American Savings Bank, FSB",HI-01,722511,Full-Service Restaurants 
1454,99300.0,KILAUEA,HI,96754,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12.0,04/06/2020,"American Savings Bank, FSB",HI-02,561730,Landscaping Services
1455,99300.0,HONOLULU,HI,96813,423610,Corporation,Unanswered,Unanswered,Unanswered,,8.0,04/14/2020,First Hawaiian Bank,HI-01,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers "
1456,99300.0,HONOLULU,HI,96814,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10.0,04/14/2020,Central Pacific Bank,HI-01,722511,Full-Service Restaurants 
1457,99294.0,Honolulu,HI,96826,541110,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,10.0,04/29/2020,First Hawaiian Bank,HI-01,541110,Offices of Lawyers
1458,99269.95,HONOLULU,HI,96816,531311,Corporation,Unanswered,Unanswered,Unanswered,,,06/24/2020,Bank of Hawaii,HI-01,531311,Residential Property Managers 
1459,99130.0,HONOLULU,HI,96813,621111,Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/11/2020,Bank of Hawaii,HI-01,621111,Offices of Physicians (except Mental Health Specialists) 
1460,99120.0,KAILUA KONA,HI,96740,531120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/14/2020,Bank of Hawaii,HI-02,531120,Lessors of Nonresidential Buildings (except Miniwarehouses) 
1461,99100.0,HONOLULU,HI,96819,327320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6.0,04/04/2020,First Hawaiian Bank,HI-01,327320,Ready-Mix Concrete Manufacturing
1462,99000.0,HONOLULU,HI,96817,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI-01,236220,Commercial and Institutional Building Construction 
1463,99000.0,WAIKOLOA,HI,96738,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/03/2020,"Zions Bank, A Division of",HI-02,,
1464,98900.0,Kula,HI,96790,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0.0,05/10/2020,Central Pacific Bank,HI-02,813110,Religious Organizations 
1465,98900.0,LAHAINA,HI,96761,713990,Corporation,Unanswered,Male Owned,Unanswered,,26.0,04/07/2020,First Hawaiian Bank,HI-02,713990,All Other Amusement and Recreation Industries 
1466,98807.0,KAILUA KONA,HI,96745,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16.0,04/28/2020,First Hawaiian Bank,HI-02,722511,Full-Service Restaurants 
1467,98800.0,WAILUKU,HI,96793,541330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16.0,04/10/2020,Central Pacific Bank,HI-02,541330,Engineering Services
1468,98750.0,LIHUE,HI,96766,238320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI-02,238320,Painting and Wall Covering Contractors
1469,98700.0,AIEA,HI,96701,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9.0,04/09/2020,Central Pacific Bank,HI-01,621111,Offices of Physicians (except Mental Health Specialists) 
1470,98700.0,Honolulu,HI,96814,541618,Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Central Pacific Bank,HI-01,541618,Other Management Consulting Services 
1471,98700.0,HILO,HI,96720,811310,Corporation,Asian,Female Owned,Non-Veteran,,7.0,04/05/2020,First Hawaiian Bank,HI-02,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
1472,98700.0,KAILUA,HI,96734,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15.0,04/07/2020,"American Savings Bank, FSB",HI-02,722511,Full-Service Restaurants 
1473,98700.0,PEARL CITY,HI,96782,238990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,18.0,04/07/2020,"American Savings Bank, FSB",HI-01,238990,All Other Specialty Trade Contractors
1474,98685.0,HONOLULU,HI,96819,423330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13.0,05/18/2020,Bank of Hawaii,HI-01,423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers "
1475,98582.0,Honolulu,HI,96819,484110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6.0,04/28/2020,First Hawaiian Bank,HI-01,484110,"General Freight Trucking, Local "
1476,98560.0,HONOLULU,HI,96816,531120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/14/2020,Bank of Hawaii,HI-01,531120,Lessors of Nonresidential Buildings (except Miniwarehouses) 
1477,98537.0,Lahaina,HI,96761,722513,Corporation,Unanswered,Male Owned,Non-Veteran,,16.0,05/01/2020,First Hawaiian Bank,HI-02,722513,Limited-Service Restaurants 
1478,98500.0,Honolulu,HI,96817,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,17.0,04/29/2020,"American Savings Bank, FSB",HI-01,813110,Religious Organizations 
1479,98500.0,KANEOHE,HI,96744,611699,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,6.0,04/11/2020,Central Pacific Bank,HI-02,611699,All Other Miscellaneous Schools and Instruction 
1480,98400.0,Honolulu,HI,96814,541310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/15/2020,First Hawaiian Bank,HI-01,541310,Architectural Services
1481,98400.0,KAILUA KONA,HI,96740,238340,Corporation,White,Male Owned,Unanswered,,6.0,04/06/2020,"American Savings Bank, FSB",HI-02,238340,Tile and Terrazzo Contractors
1482,98400.0,KAPOLEI,HI,96707,621210,Corporation,Unanswered,Unanswered,Unanswered,,12.0,04/27/2020,Central Pacific Bank,HI-02,621210,Offices of Dentists 
1483,98400.0,KAHULUI,HI,96732,238350,Corporation,Unanswered,Male Owned,Non-Veteran,,8.0,04/08/2020,First Hawaiian Bank,HI-02,238350,Finish Carpentry Contractors
1484,98355.0,Honolulu,HI,96819,423810,Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/28/2020,Central Pacific Bank,HI-01,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers 
1485,98340.0,KIHEI,HI,96753,621210,Corporation,Unanswered,Unanswered,Unanswered,,10.0,05/18/2020,Bank of Hawaii,HI-02,621210,Offices of Dentists 
1486,98300.0,WAILUKU,HI,96793,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8.0,04/04/2020,Central Pacific Bank,HI-02,621210,Offices of Dentists 
1487,98200.0,WAIPAHU,HI,96797,811111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/15/2020,First Hawaiian Bank,HI-01,811111,General Automotive Repair 
1488,98200.0,HONOLULU,HI,96817,448150,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13.0,04/28/2020,Central Pacific Bank,HI-01,448150,Clothing Accessories Stores 
1489,98200.0,Honolulu,HI,96818,311340,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,38.0,04/29/2020,"Zions Bank, A Division of",HI-01,311340,Nonchocolate Confectionery Manufacturing
1490,98200.0,HONOLULU,HI,96817,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13.0,04/06/2020,"American Savings Bank, FSB",HI-01,236118,Residential Remodelers 
1491,98200.0,Honolulu,HI,96817,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/14/2020,First Hawaiian Bank,HI-01,621111,Offices of Physicians (except Mental Health Specialists) 
1492,98200.0,HONOLULU,HI,96814,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9.0,04/08/2020,Central Pacific Bank,HI-01,621210,Offices of Dentists 
1493,98200.0,HONOLULU,HI,96814,524292,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,36.0,04/09/2020,Central Pacific Bank,HI-01,524292,Third Party Administration of Insurance and Pension Funds 
1494,98138.0,Kapolei,HI,96707,236118,Corporation,Unanswered,Unanswered,Unanswered,,7.0,06/03/2020,First Hawaiian Bank,HI-02,236118,Residential Remodelers 
1495,98105.0,WAILUKU,HI,96793,238220,Corporation,Unanswered,Unanswered,Unanswered,,8.0,04/27/2020,Bank of Hawaii,HI-02,238220,"Plumbing, Heating, and Air-Conditioning Contractors "
1496,98100.0,Honolulu,HI,96814,423610,Corporation,Asian,Male Owned,Non-Veteran,,5.0,04/15/2020,Hawaii National Bank,HI-01,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers "
1497,98100.0,HONOLULU,HI,96813,541330,Corporation,White,Male Owned,Non-Veteran,,6.0,04/11/2020,Central Pacific Bank,HI-01,541330,Engineering Services
1498,98100.0,KAPAA,HI,96746,238140,Corporation,Unanswered,Unanswered,Unanswered,,8.0,04/09/2020,First Hawaiian Bank,HI-02,238140,Masonry Contractors 
1499,98100.0,HONOLULU,HI,96815,722511,Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/09/2020,First Hawaiian Bank,HI-01,722511,Full-Service Restaurants 
1500,98000.0,Hilo,HI,96720,811121,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/07/2020,Central Pacific Bank,HI-02,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
1501,98000.0,HONOLULU,HI,96814,111421,Corporation,Unanswered,Unanswered,Unanswered,,13.0,04/03/2020,"American Savings Bank, FSB",HI-01,111421,Nursery and Tree Production 
1502,98000.0,HILO,HI,96720,561520,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19.0,04/05/2020,Bank of Hawaii,HI-02,561520,Tour Operators
1503,98000.0,HILO,HI,96720,524210,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/07/2020,Central Pacific Bank,HI-02,524210,Insurance Agencies and Brokerages 
1504,98000.0,Hauula,HI,96717,621399,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Central Pacific Bank,HI-02,621399,Offices of All Other Miscellaneous Health Practitioners 
1505,97920.0,WAILUKU,HI,96793,541213,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI-02,541213,Tax Preparation Services 
1506,97900.0,EWA BEACH,HI,96706,621610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,31.0,05/03/2020,"American Savings Bank, FSB",HI-01,621610,Home Health Care Services
1507,97810.0,HONOLULU,HI,96813,541990,Corporation,White,Male Owned,Non-Veteran,,,04/11/2020,Bank of Hawaii,HI-01,541990,"All Other Professional, Scientific, and Technical Services"
1508,97800.0,HONOLULU,HI,96817,621111,Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/15/2020,Central Pacific Bank,HI-01,621111,Offices of Physicians (except Mental Health Specialists) 
1509,97780.31,Kahului,HI,96732,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6.0,04/30/2020,Celtic Bank Corporation,HI-02,722513,Limited-Service Restaurants 
1510,97762.0,Honolulu,HI,96813,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/15/2020,First Hawaiian Bank,HI-01,541110,Offices of Lawyers
1511,97750.0,EWA BEACH,HI,96706,813110,Corporation,Unanswered,Unanswered,Unanswered,,16.0,04/09/2020,Central Pacific Bank,HI-01,813110,Religious Organizations 
1512,97715.0,AIEA,HI,96701,561710,Corporation,Unanswered,Unanswered,Unanswered,,,04/14/2020,Central Pacific Bank,HI-01,561710,Exterminating and Pest Control Services
1513,97700.0,Kapaa,HI,96746,444210,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/03/2020,Central Pacific Bank,HI-02,444210,Outdoor Power Equipment Stores 
1514,97700.0,WAILUKU,HI,96793,541211,Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/06/2020,Central Pacific Bank,HI-02,541211,Offices of Certified Public Accountants 
1515,97690.0,Honolulu,HI,96816,711320,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,9.0,06/17/2020,Fountainhead SBF LLC,HI-01,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities "
1516,97600.0,WAIPAHU,HI,96797,238990,Corporation,White,Male Owned,Non-Veteran,,6.0,04/15/2020,"American Savings Bank, FSB",HI-01,238990,All Other Specialty Trade Contractors
1517,97600.0,HONOLULU,HI,96816,541110,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,8.0,04/07/2020,First Hawaiian Bank,HI-01,541110,Offices of Lawyers
1518,97510.0,HONOLULU,HI,96819,446110,Corporation,Unanswered,Unanswered,Unanswered,,20.0,08/04/2020,"Kabbage, Inc.",HI-01,446110,Pharmacies and Drug Stores 
1519,97500.0,HONOLULU,HI,96815,532284,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/15/2020,First Hawaiian Bank,HI-01,532284,Recreational Goods Rental 
1520,97500.0,HONOLULU,HI,96813,517919,Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/10/2020,First Hawaiian Bank,HI-01,517919,All Other Telecommunications 
1521,97500.0,HONOLULU,HI,96813,621340,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI-01,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists "
1522,97500.0,HILO,HI,96720,333111,Corporation,Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI-02,333111,Farm Machinery and Equipment Manufacturing 
1523,97500.0,HONOLULU,HI,96814,621111,Corporation,Unanswered,Unanswered,Unanswered,,14.0,04/05/2020,First Hawaiian Bank,HI-01,621111,Offices of Physicians (except Mental Health Specialists) 
1524,97500.0,HONOLULU,HI,96826,624410,Non-Profit Childcare Center,Unanswered,Unanswered,Unanswered,Y,10.0,04/15/2020,Central Pacific Bank,HI-01,624410,Child Day Care Services 
1525,97457.0,WAILUKU,HI,96793,722513,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/16/2020,Central Pacific Bank,HI-02,722513,Limited-Service Restaurants 
1526,97447.0,HONOLULU,HI,96819,238210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,5.0,05/13/2020,First Hawaiian Bank,HI-01,238210,Electrical Contractors and Other Wiring Installation Contractors
1527,97440.0,HONOLULU,HI,96813,236220,Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI-01,236220,Commercial and Institutional Building Construction 
1528,97400.0,HONOLULU,HI,96815,621399,Corporation,White,Male Owned,Unanswered,,25.0,04/05/2020,"American Savings Bank, FSB",HI-01,621399,Offices of All Other Miscellaneous Health Practitioners 
1529,97400.0,HONOLULU,HI,96816,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25.0,04/09/2020,First Hawaiian Bank,HI-01,722511,Full-Service Restaurants 
1530,97365.0,Hilo,HI,96720,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0.0,04/29/2020,Central Pacific Bank,HI-02,813110,Religious Organizations 
1531,97300.0,WAIPAHU,HI,96797,541890,Corporation,Unanswered,Unanswered,Unanswered,,14.0,04/04/2020,Central Pacific Bank,HI-01,541890,Other Services Related to Advertising 
1532,97247.0,HONOLULU,HI,96819,722310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,16.0,06/17/2020,WebBank,HI-01,722310,Food Service Contractors
1533,97200.0,HONOLULU,HI,96815,722511,Corporation,Unanswered,Unanswered,Unanswered,,16.0,04/09/2020,First Hawaiian Bank,HI-01,722511,Full-Service Restaurants 
1534,97200.0,Honolulu,HI,96819,423610,Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/14/2020,Hawaii National Bank,HI-01,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers "
1535,97175.0,KAHULUI,HI,96732,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/10/2020,Bank of Hawaii,HI-02,722511,Full-Service Restaurants 
1536,97165.0,WAIPAHU,HI,96797,443141,Corporation,Unanswered,Unanswered,Unanswered,,,04/16/2020,Bank of Hawaii,HI-01,443141,Household Appliance Stores 
1537,97100.0,HONOLULU,HI,96817,812210,Corporation,Unanswered,Unanswered,Unanswered,,17.0,04/07/2020,Central Pacific Bank,HI-01,812210,Funeral Homes and Funeral Services 
1538,97030.0,Honolulu,HI,96813,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/28/2020,First Hawaiian Bank,HI-01,621111,Offices of Physicians (except Mental Health Specialists) 
1539,97000.0,Aiea,HI,96701,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,05/01/2020,"American Savings Bank, FSB",HI-01,236118,Residential Remodelers 
1540,96970.0,Kealakekua,HI,96750,541110,Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/15/2020,First Hawaiian Bank,HI-02,541110,Offices of Lawyers
1541,96817.0,WAIPAHU,HI,96797,541690,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/27/2020,Bank of Hawaii,HI-01,541690,Other Scientific and Technical Consulting Services
1542,96810.0,Honolulu,HI,96814,541310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/27/2020,First Hawaiian Bank,HI-01,541310,Architectural Services
1543,96800.0,KEALAKEKUA,HI,96750,424490,Limited  Liability Company(LLC),Asian,Female Owned,Unanswered,,9.0,04/15/2020,Seacoast Commerce Bank,HI-02,424490,Other Grocery and Related Products Merchant Wholesalers 
1544,96800.0,Honolulu,HI,96815,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Central Pacific Bank,HI-01,722511,Full-Service Restaurants 
1545,96800.0,Honolulu,HI,96813,541110,Limited Liability Partnership,Asian,Male Owned,Non-Veteran,,5.0,04/14/2020,Hawaii National Bank,HI-01,541110,Offices of Lawyers
1546,96755.0,HONOLULU,HI,96814,621340,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/07/2020,Bank of Hawaii,HI-01,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists "
1547,96700.0,Kailua Kona,HI,96740,722513,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,,14.0,04/15/2020,First Hawaiian Bank,HI-02,722513,Limited-Service Restaurants 
1548,96700.0,HOLUALOA,HI,96725,238910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/11/2020,"American Savings Bank, FSB",HI-02,238910,Site Preparation Contractors
1549,96700.0,HONOLULU,HI,96813,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8.0,04/27/2020,Central Pacific Bank,HI-01,541110,Offices of Lawyers
1550,96700.0,HONOLULU,HI,96814,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14.0,04/06/2020,"American Savings Bank, FSB",HI-01,722511,Full-Service Restaurants 
1551,96700.0,HONOLULU,HI,96819,423120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12.0,04/14/2020,First Hawaiian Bank,HI-01,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers 
1552,96600.0,HONOLULU,HI,96814,621210,Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/16/2020,Central Pacific Bank,HI-01,621210,Offices of Dentists 
1553,96600.0,HONOLULU,HI,96813,541110,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,7.0,04/13/2020,Central Pacific Bank,HI-01,541110,Offices of Lawyers
