City,JobTitle,AVG(LoanAmount)
HONOLULU,"TRUSTS, ESTATES, AND AGENCY ACCOUNTS",50450.0
KAPOLEI,"METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS",50410.0
LIHUE,"OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS)",50408.0
KANEOHE,"FLOORING CONTRACTORS",50400.0
LIHUE,"GENERAL AUTOMOTIVE REPAIR",50377.3333333333
HILO,"RESIDENTIAL PROPERTY MANAGERS",50352.9
"KAILUA KONA","OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",50345.0
HONOLULU,"OTHER SIMILAR ORGANIZATIONS (EXCEPT BUSINESS, PROFESSIONAL, LABOR, AND POLITICAL ORGANIZATIONS)",50325.8333333333
LAHAINA,"CAR WASHES",50300.0
KALAHEO,"OFFICES OF CHIROPRACTORS",50295.0
"KAILUA KONA","PAINTING AND WALL COVERING CONTRACTORS",50290.1111111111
"KAILUA KONA",CATERERS,50266.6666666667
KIHEI,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",50218.25
KAMUELA,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",50186.0
HONOLULU,"OTHER RESIDENTIAL CARE FACILITIES",50063.3333333333
"PEARL CITY","MASONRY CONTRACTORS",50055.0
HONOLULU,MUSEUMS,50034.0833333333
"EWA BEACH","SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",50000.0
HAIKU,"OTHER SIMILAR ORGANIZATIONS (EXCEPT BUSINESS, PROFESSIONAL, LABOR, AND POLITICAL ORGANIZATIONS)",50000.0
KAHULUI,"MEAT PROCESSED FROM CARCASSES",50000.0
KAMUELA,"LESSORS OF OTHER REAL ESTATE PROPERTY",50000.0
KANEOHE,"SOLAR ELECTRIC POWER GENERATION",50000.0
WAIANAE,"LEGAL COUNSEL AND PROSECUTION",50000.0
WAILUKU,"OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS",50000.0
WAIPAHU,"SHEET METAL WORK MANUFACTURING",50000.0
HONOLULU,"MEAT MARKETS",49994.7142857143
HILO,"OTHER INDIVIDUAL AND FAMILY SERVICES",49966.6666666667
KULA,"GENERAL AUTOMOTIVE REPAIR",49959.75
KAHULUI,"COIN-OPERATED LAUNDRIES AND DRYCLEANERS",49952.0
HILO,"OFFICES OF OPTOMETRISTS",49907.4285714286
KAPAA,"WOOD KITCHEN CABINET AND COUNTERTOP MANUFACTURING",49887.5
HILO,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",49887.1428571429
HONOLULU,"GASOLINE STATIONS WITH CONVENIENCE STORES",49828.75
HILO,"NEW HOUSING FOR-SALE BUILDERS",49815.0
HILO,"MOTOR VEHICLE TOWING",49758.54
AIEA,"CLOTHING ACCESSORIES STORES",49705.8975
HILO,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",49700.0
HONOLULU,"OTHER AUTOMOTIVE MECHANICAL AND ELECTRICAL REPAIR AND MAINTENANCE",49676.2
WAILUKU,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",49635.0
HONOLULU,"GENERAL MEDICAL AND SURGICAL HOSPITALS",49630.4
HONOLULU,"FLOOR COVERING STORES",49612.0
HAIKU,"ENGINEERING SERVICES",49600.0
LAIE,"SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION",49600.0
MILILANI,"LIMITED-SERVICE RESTAURANTS",49587.25
KIHEI,"SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING",49556.0
HONOLULU,"WOMEN’S, GIRLS’, AND INFANTS’ CUT AND SEW APPAREL MANUFACTURING",49554.9166666667
WAILUKU,"OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",49538.6153846154
LIHUE,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",49530.0
HONOLULU,"PACKAGING AND LABELING SERVICES",49500.0
HONOLULU,"CONSTRUCTION, MINING, AND FORESTRY MACHINERY AND EQUIPMENT RENTAL AND LEASING",49483.3333333333
D1,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",49442.5
WAIPAHU,"HOME HEALTH CARE SERVICES",49440.0
"OCEAN VIEW","FULL-SERVICE RESTAURANTS",49360.0
HONOLULU,"CIVIC AND SOCIAL ORGANIZATIONS",49356.99875
KAPOLEI,"LIMITED-SERVICE RESTAURANTS",49355.2666666667
KIHEI,"TOUR OPERATORS",49354.0
HONOLULU,"EMPLOYMENT PLACEMENT AGENCIES",49340.0
"KAILUA KONA","POSTAL SERVICE",49225.0
"EWA BEACH","OTHER SERVICES TO BUILDINGS AND DWELLINGS",49200.0
LAHANIA,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",49200.0
KAILUA,"COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE",49186.45
KANEOHE,"OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",49162.6
HONOLULU,"COMMERCIAL BAKERIES",49156.8571428571
WAILUKU,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",49152.0
HILO,"OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",49138.9
LAHAINA,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITHOUT FACILITIES",49135.0
LAHAINA,"TRAVEL AGENCIES",49000.0
HONOLULU,"RADIO STATIONS",48998.3333333333
HILO,"TOUR OPERATORS",48979.8
HONOLULU,"ARCHITECTURAL SERVICES",48937.380952381
HONOLULU,"ZOOS AND BOTANICAL GARDENS",48905.3333333333
KAMUELA,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",48895.5
HONOLULU,"ENGINEERING SERVICES",48891.5568181818
KAHULUI,"OTHER PERSONAL CARE SERVICES",48885.5
KAHUKU,"FRESH FRUIT AND VEGETABLE MERCHANT WHOLESALERS",48875.0
KULA,"FULL-SERVICE RESTAURANTS",48867.5
WAILUKU,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",48840.6
HONKAA,"FULL-SERVICE RESTAURANTS",48840.0
HONOLULU,"ICE CREAM AND FROZEN DESSERT MANUFACTURING",48790.625
KAMUELA,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",48721.71
AIEA,"PHARMACIES AND DRUG STORES",48700.0
AIEA,"PIECE GOODS, NOTIONS, AND OTHER DRY GOODS MERCHANT WHOLESALERS",48700.0
WAIKOLOA,"RECREATIONAL GOODS RENTAL",48700.0
KILAUEA,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",48693.1428571429
WAIMANALOANALO,"GENERAL LINE GROCERY MERCHANT WHOLESALERS",48622.0
KURTISTOWN,"OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS",48615.0
HALEIWA,"RECREATIONAL GOODS RENTAL",48600.0
"KAILUA KONA","TOBACCO STORES",48600.0
MILILANI,"ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES",48600.0
"EWA BEACH","FULL-SERVICE RESTAURANTS",48588.75
KAMUELA,"CLOTHING ACCESSORIES STORES",48542.5
HONOLULU,"MEN'S AND BOYS' CLOTHING AND FURNISHINGS MERCHANT WHOLESALERS",48499.1666666667
KALAHEO,"DUAL-PURPOSE CATTLE RANCHING AND FARMING",48482.0
MILILANI,"FULL-SERVICE RESTAURANTS",48452.0714285714
"KAILUA KONA","NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",48432.7777777778
KIHEI,"OTHER SUPPORT ACTIVITIES FOR WATER TRANSPORTATION",48300.0
LIHUE,"FARM AND GARDEN MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS",48300.0
HONOLULU,"LANDSCAPE ARCHITECTURAL SERVICES",48290.10375
HONOLULU,"RETAIL BAKERIES",48269.7857142857
LAHAINA,"INVESTMENT ADVICE",48200.0
WAIPAHU,"BAKED GOODS STORES",48200.0
"PEARL CITY","ASSISTED LIVING FACILITIES FOR THE ELDERLY",48150.0
KAHULUI,"FULL-SERVICE RESTAURANTS",48109.6666666667
HALEIWA,"LANDSCAPING SERVICES",48102.4
HAIKU,"THEATER COMPANIES AND DINNER THEATERS",48088.5
HONOLULU,"INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS",48053.3333333333
KAHUKU,"LIMITED-SERVICE RESTAURANTS",48026.0
WAIPAHU,"TESTING LABORATORIES",48025.0
LIHUE,"OTHER BUILDING MATERIAL DEALERS",48005.0
HILO,"FLOORING CONTRACTORS",48000.0
KILAUEA,"RELIGIOUS ORGANIZATIONS",47930.0
WAIKOLOA,"OFFICES OF CHIROPRACTORS",47917.5
HALEIWA,"OTHER PERFORMING ARTS COMPANIES",47900.0
HILO,"POURED CONCRETE FOUNDATION AND STRUCTURE CONTRACTORS",47900.0
WAILUKU,"OFFICES OF REAL ESTATE APPRAISERS",47900.0
KIHEI,"HOTELS (EXCEPT CASINO HOTELS) AND MOTELS",47884.584
WAILUKU,"FRUIT AND TREE NUT COMBINATION FARMING",47857.5
KIHEI,"TILE AND TERRAZZO CONTRACTORS",47842.5
KOLOA,"ELEMENTARY AND SECONDARY SCHOOLS",47819.0
PAAUILO,"OTHER GRANTMAKING AND GIVING SERVICES",47800.0
"PEARL CITY","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION",47800.0
KAPOLEI,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",47798.054
HALEIWA,"ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS",47780.0
HONOLULUU,"ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION",47765.0
HONOLULU,"RESIDENTIAL INTELLECTUAL AND DEVELOPMENTAL DISABILITY FACILITIES",47755.0
"KAILUA KONA","JEWELRY AND SILVERWARE MANUFACTURING",47750.0
AIEA,"USED HOUSEHOLD AND OFFICE GOODS MOVING",47705.0
WAIPAHU,"AUTOMOTIVE PARTS AND ACCESSORIES STORES",47696.8
AIEA,"ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING",47650.0
KAHULUI,"PET AND PET SUPPLIES STORES",47642.5
HONOLULU,"OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING",47625.0625
WAIPAHU,"UPHOLSTERED HOUSEHOLD FURNITURE MANUFACTURING",47575.0
KILAUEA,"OTHER COMPUTER RELATED SERVICES",47516.0
LAHAINA,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",47510.0
"EWA BEACH","WOOD KITCHEN CABINET AND COUNTERTOP MANUFACTURING",47500.0
"KAILUA KONA","OTHER PERSONAL CARE SERVICES",47500.0
AIEA,"RESIDENTIAL PROPERTY MANAGERS",47499.1666666667
AIEA,"ARCHITECTURAL SERVICES",47440.0
WAIANAE,"GENERAL AUTOMOTIVE REPAIR",47437.5
KAMUELA,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",47431.1666666667
HONOLULU,"OTHER WAREHOUSING AND STORAGE",47400.0
HILO,"SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",47381.25
KIHEI,"BED-AND-BREAKFAST INNS",47376.5
WAIPAHU,"RELIGIOUS ORGANIZATIONS",47315.1428571429
KAHULUI,"SNACK AND NONALCOHOLIC BEVERAGE BARS",47300.0
WAHIAWA,"ALL OTHER OUTPATIENT CARE CENTERS",47300.0
WAILUKU,"GENERAL FREIGHT TRUCKING, LOCAL",47300.0
WAILUKU,"PAINT, VARNISH, AND SUPPLIES MERCHANT WHOLESALERS",47300.0
WAILUKU,"GRAPHIC DESIGN SERVICES",47275.0
KAMUELA,"CONVENIENCE STORES",47262.5
HAIKU,"OTHER INDIVIDUAL AND FAMILY SERVICES",47242.0
KAHULUI,"ALL OTHER SPECIALTY TRADE CONTRACTORS",47233.3333333333
"EWA BEACH","CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING",47200.0
LIHUE,"PAINT AND WALLPAPER STORES",47193.85
WAHIAWA,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",47193.3333333333
KAHULUI,"FITNESS AND RECREATIONAL SPORTS CENTERS",47180.0
KAILUA,"CONVENIENCE STORES",47139.1666666667
HONOLULU,"OTHER PROFESSIONAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",47101.25
KANEOHE,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",47092.5
HONOLULU,"OPTICAL GOODS STORES",47081.875
KAILUA,"EXTERMINATING AND PEST CONTROL SERVICES",47021.25
"EWA BEACH","GASOLINE STATIONS WITH CONVENIENCE STORES",47000.0
KAILUA,"ALL OTHER TELECOMMUNICATIONS",47000.0
KAUNAKAKAI,"GENERAL AUTOMOTIVE REPAIR",47000.0
KULA,"SPORTS AND RECREATION INSTRUCTION",47000.0
KUNIA,"EDUCATIONAL SUPPORT SERVICES",47000.0
HONOLULU,"EXTERMINATING AND PEST CONTROL SERVICES",46992.125
WAIMANALO,"PET CARE (EXCEPT VETERINARY) SERVICES",46992.0
HONOLULU,"COMPUTER SYSTEMS DESIGN SERVICES",46982.8571428571
LAHAINA,"CONVENIENCE STORES",46960.0
MAKAWAO,"ALL OTHER BUSINESS SUPPORT SERVICES",46900.0
WAIKOLOA,"GENERAL AUTOMOTIVE REPAIR",46857.5
KAPAA,"FITNESS AND RECREATIONAL SPORTS CENTERS",46806.25
HONOLULU,"OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING",46796.6666666667
KAMUELA,"EDUCATIONAL SUPPORT SERVICES",46778.5
KAILUA,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",46769.1818181818
KIHEI,"ENGINEERING SERVICES",46757.5
KANEOHE,"FULL-SERVICE RESTAURANTS",46674.925
HONOLULU,"MOBILE FOOD SERVICES",46639.775
"MOUNTAIN VIEW","RESIDENTIAL REMODELERS",46600.0
"KAILUA KONA","SPORTING GOODS STORES",46536.75
WAILUKU,"LANDSCAPE ARCHITECTURAL SERVICES",46465.0
PUUNENE,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",46435.0
KAPOLEI,"ENGINEERING SERVICES",46401.0
KAMUELA,"MOTION PICTURE AND VIDEO PRODUCTION",46357.0
HONOLULU,"MACHINE SHOPS",46300.0
WAIPAHU,"INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS",46300.0
KAILUA-KONA,"FULL-SERVICE RESTAURANTS",46201.0
KAHULUI,"ZOOS AND BOTANICAL GARDENS",46200.0
KULA,"POTATO FARMING",46200.0
HONOLULU,"OTHER INDIVIDUAL AND FAMILY SERVICES",46198.8928571429
KAPAA,"SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING",46137.0
HONOLULU,"TOY AND HOBBY GOODS AND SUPPLIES MERCHANT WHOLESALERS",46100.3416666667
KAHULUI,"TOILET PREPARATION MANUFACTURING",46100.0
WAIPAHU,"FULL-SERVICE RESTAURANTS",46095.8043478261
MAKAWAO,"CONVENIENCE STORES",46080.0
"EWA BEACH",MUSEUMS,46042.0
HONOLULU,"GENERAL LINE GROCERY MERCHANT WHOLESALERS",46022.1666666667
HONOLULU,"OTHER BUSINESS SERVICE CENTERS (INCLUDING COPY SHOPS)",46000.0
KAHULUI,"SITE PREPARATION CONTRACTORS",46000.0
KAMUELA,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",46000.0
HONOLULU,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",45977.8
KAILUA-KONA,"COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION",45965.0
WAIKOLOA,"ROOFING CONTRACTORS",45960.0
HONOLULU,"ALL OTHER OUTPATIENT CARE CENTERS",45955.7
LAHAINA,"HOTELS (EXCEPT CASINO HOTELS) AND MOTELS",45943.5
PRINCEVILLE,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",45918.526
WAIKOLOA,"MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING",45912.5
KAHULUI,"RECREATIONAL GOODS RENTAL",45910.0
"KAILUA KONA","FARM AND GARDEN MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS",45900.0
KAMUELA,,45898.0
HONOLULU,"OTHER JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES",45800.0
HONOLULU,"NEW HOUSING FOR-SALE BUILDERS",45783.75
LIHUE,"OFFICE SUPPLIES AND STATIONERY STORES",45722.0
KAILUA,"COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",45700.0
"KAILUA KONA","BOTTLED WATER MANUFACTURING",45700.0
"KAILUA KONA","PORTFOLIO MANAGEMENT",45700.0
KAPOLEI,"FOOD SERVICE CONTRACTORS",45700.0
KIHEI,"CONVENTION AND TRADE SHOW ORGANIZERS",45700.0
WAIPAHU,"NURSING CARE FACILITIES (SKILLED NURSING FACILITIES)",45700.0
AIEA,"ALL OTHER SPECIALTY TRADE CONTRACTORS",45645.4166666667
HONOLULU,"COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE",45619.5833333333
"KAILUA KONA","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",45603.4615384615
HONOLULU,"GLASS CONTAINER MANUFACTURING",45600.0
KAILUA,"TOUR OPERATORS",45600.0
HOLUALOA,"ELEMENTARY AND SECONDARY SCHOOLS",45531.25
"KAILUA KONA","LANDSCAPING SERVICES",45529.0416666667
LAIE,"FULL-SERVICE RESTAURANTS",45524.0
MILILANI,"NEWS DEALERS AND NEWSSTANDS",45515.0
KAPOLEI,"FLOWER, NURSERY STOCK, AND FLORISTS' SUPPLIES MERCHANT WHOLESALERS",45500.0
AIEA,"JANITORIAL SERVICES",45499.875
KAUNAKAKAI,"FAMILY CLOTHING STORES",45498.5
AIEA,"SPORTING AND RECREATIONAL GOODS AND SUPPLIES MERCHANT WHOLESALERS",45485.0
WAIMANALO,"MASONRY CONTRACTORS",45485.0
LAHAINA,"ALL OTHER SPECIALTY FOOD STORES",45417.3333333333
KAHULUI,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",45416.65
LAHAINA,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",45400.0
MAKAWAO,"FITNESS AND RECREATIONAL SPORTS CENTERS",45393.75
KAHULUI,"ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS",45385.3333333333
HONOKAA,"BEEF CATTLE RANCHING AND FARMING",45380.0
KAPAA,"HOTELS (EXCEPT CASINO HOTELS) AND MOTELS",45300.0
WAIALUA,"OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING",45300.0
KAPOLEI,"SPORTING AND ATHLETIC GOODS MANUFACTURING",45292.5
HONOLULU,"GENERAL FREIGHT TRUCKING, LOCAL",45273.6875
KAPOLEI,"COMMERCIAL PHOTOGRAPHY",45200.0
KAPOLEI,"CUSTOM ARCHITECTURAL WOODWORK AND MILLWORK MANUFACTURING",45200.0
WAILUKU,CATERERS,45200.0
HONOLULU,"OTHER BUILDING EQUIPMENT CONTRACTORS",45186.7333333333
KAWAIHAE,"RESIDENTIAL REMODELERS",45127.5
HILO,"ADMINISTRATION OF EDUCATION PROGRAMS",45100.0
WAIPAHU,"TOBACCO STORES",45100.0
KIHEI,"RESIDENTIAL REMODELERS",45071.5416666667
WAIMANALO,"MEDICAL LABORATORIES",45067.0
AIEA,"ADMINISTRATION OF PUBLIC HEALTH PROGRAMS",45000.0
"PEARL CITY","OFFICES OF OPTOMETRISTS",44971.6666666667
KEAAU,"OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING",44945.0
HONOLULU,"COLLECTION AGENCIES",44923.3333333333
AIEA,"FOOD (HEALTH) SUPPLEMENT STORES",44875.0
HONOLULU,"OTHER BUILDING MATERIAL DEALERS",44843.4117647059
KAPAA,"OTHER NONCITRUS FRUIT FARMING",44800.0
HILO,"CONVENIENCE STORES",44700.0
KAPOLEI,"MOTOR VEHICLE TOWING",44650.0
WAILUKU,"TILE AND TERRAZZO CONTRACTORS",44650.0
"KAILUA KONA","RESIDENTIAL REMODELERS",44604.0909090909
"PEARL CITY","RESIDENTIAL REMODELERS",44560.0
"CAPTAIN COOK","OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",44502.5
HALEIWA,"FLOORING CONTRACTORS",44500.0
KILAUEA,"FISH AND SEAFOOD MARKETS",44500.0
KOLOA,"OTHER SERVICES TO BUILDINGS AND DWELLINGS",44500.0
WAIPAHU,"COMPUTER SYSTEMS DESIGN SERVICES",44500.0
LIHUE,"AUTOMOTIVE OIL CHANGE AND LUBRICATION SHOPS",44460.0
KAHULUI,"OTHER ACCOUNTING SERVICES",44436.6
PUUNENE,"ALL OTHER HOME FURNISHINGS STORES",44400.0
KAHULUI,"OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS",44385.0
KILAUEA,"OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING",44367.0
HONOLULU,"TILE AND TERRAZZO CONTRACTORS",44352.6923076923
KAMUELA,"OTHER ACTIVITIES RELATED TO REAL ESTATE",44350.0
KAPAA,"SOLID WASTE COLLECTION",44350.0
LIHUE,"OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS",44347.5
HALEIWA,"ALL OTHER SPECIALTY TRADE CONTRACTORS",44333.3333333333
HONOLULU,"PARKING LOTS AND GARAGES",44308.8571428571
AIEA,"HARDWARE STORES",44305.0
KAILUA,"CEMETERIES AND CREMATORIES",44300.0
HONOLULU,"FINFISH FARMING AND FISH HATCHERIES",44260.0
LIHUE,"ENVIRONMENT, CONSERVATION AND WILDLIFE ORGANIZATIONS",44239.5
HONOLULU,"NEWSPAPER PUBLISHERS",44217.6666666667
KAPOLEI,"OTHER SOCIAL ADVOCACY ORGANIZATIONS",44200.0
HILO,"HOME HEALTH CARE SERVICES",44160.3333333333
KAPOLEI,"OFFICES OF CHIROPRACTORS",44122.5
KAPAA,"ENGINEERING SERVICES",44120.0
"EWA BEACH","SITE PREPARATION CONTRACTORS",44100.0
LIHUE,"SIGN MANUFACTURING",44072.5
AIEA,"OTHER MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS",44067.75
HANAPEPE,"OFFICES OF DENTISTS",44061.6666666667
WAILUKU,"ALL OTHER PERSONAL SERVICES",44050.8525
5,"CUSTOM COMPUTER PROGRAMMING SERVICES",44000.0
KAPOLEI,"CIVIC AND SOCIAL ORGANIZATIONS",44000.0
WAIPAHU,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",43995.7142857143
WAIANAE,"OTHER FOUNDATION, STRUCTURE, AND BUILDING EXTERIOR CONTRACTORS",43945.0
HONOLULU,"COFFEE AND TEA MANUFACTURING",43933.3333333333
HONOLULU,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",43931.7128817734
HILO,"CIVIC AND SOCIAL ORGANIZATIONS",43918.75
KIHEI,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",43915.6666666667
HONOLULU,"RECREATIONAL AND VACATION CAMPS (EXCEPT CAMPGROUNDS)",43912.5083333333
HILO,"OTHER GASOLINE STATIONS",43900.0
KIHEI,"HOME CENTERS",43900.0
PUKALANI,"NURSERY AND TREE PRODUCTION",43900.0
"EWA BEACH","GENERAL FREIGHT TRUCKING, LOCAL",43885.3333333333
AIEA,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",43884.2942857143
WAILUKU,"SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",43879.5
HONOLULU,"HOME HEALTH CARE SERVICES",43876.2951515152
MAKAWAO,"JEWELRY, WATCH, PRECIOUS STONE, AND PRECIOUS METAL MERCHANT WHOLESALERS",43865.0
HILO,MUSEUMS,43854.0
KAILUA,"ALL OTHER SPECIALTY TRADE CONTRACTORS",43843.5
HILO,"COURT REPORTING AND STENOTYPE SERVICES",43831.25
HONOLULU,"OFFICES OF OPTOMETRISTS",43777.9615384615
LAHAINA,"RELIGIOUS ORGANIZATIONS",43757.5
"EWA BEACH","OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",43733.3333333333
KEALAKEKUA,"SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES",43687.5
HONOLULU,"FINISH CARPENTRY CONTRACTORS",43667.5833333333
HANA,"CIVIC AND SOCIAL ORGANIZATIONS",43640.0
KAHULUI,"GENERAL AUTOMOTIVE REPAIR",43635.875
KAILUA,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",43604.25
HONOLULU,"MEAT AND MEAT PRODUCT MERCHANT WHOLESALERS",43600.0
MAKAWAO,"OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION",43600.0
HONOLULU,"PHARMACIES AND DRUG STORES",43583.2222222222
HILO,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",43581.7142857143
KAPOLEI,"RESIDENTIAL PROPERTY MANAGERS",43568.0
KANEOHE,"NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",43555.0
AIEA,"FULL-SERVICE RESTAURANTS",43523.0
HONOLULU,"LANGUAGE SCHOOLS",43490.2
HONOLULU,"OFFICES OF OTHER HOLDING COMPANIES",43447.8571428571
KAHALA,"BRICK, STONE, AND RELATED CONSTRUCTION MATERIAL MERCHANT WHOLESALERS",43447.0
HAIKU,"ALL OTHER GENERAL MERCHANDISE STORES",43430.0
LAIE,"MOBILE FOOD SERVICES",43400.0
MAKAWAO,"SITE PREPARATION CONTRACTORS",43400.0
HONOLULU,"FISH AND SEAFOOD MERCHANT WHOLESALERS",43310.2
HONOLULU,"OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE",43300.0
HILO,"USED CAR DEALERS",43280.0
KANEOHE,"GENERAL AUTOMOTIVE REPAIR",43250.0
HILO,"SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES",43234.0
PAIA,"PET CARE (EXCEPT VETERINARY) SERVICES",43220.0
HONOLU.U,"FULL-SERVICE RESTAURANTS",43200.0
KILAUEA,"OILSEED (EXCEPT SOYBEAN) FARMING",43200.0
"PEARL CITY","ALL OTHER SUPPORT SERVICES",43200.0
WAIKOLOA,"LIMITED-SERVICE RESTAURANTS",43192.24
AIEA,"SNACK AND NONALCOHOLIC BEVERAGE BARS",43175.0
KAPOLEI,"SNACK AND NONALCOHOLIC BEVERAGE BARS",43162.5
MAKAWAO,"OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS",43142.5
AIEA,"FLOORING CONTRACTORS",43136.58
PAIA,"ARCHITECTURAL SERVICES",43100.0
HONOLULU,"COMMERCIAL PRINTING (EXCEPT SCREEN AND BOOKS)",43056.1176470588
HONOLULU,"WARM AIR HEATING AND AIR-CONDITIONING EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",43053.1666666667
